query_length,subdomain_count,packet_size,label
33,4,92,0
33,4,92,0.0
33,4,92,0.0
15,2,74,0
15,2,74,0.0
27,3,86,0
27,3,86,0
27,3,86,0.0
27,3,86,0.0
17,2,76,0
17,2,76,0
17,2,76,0.0
17,2,76,0.0
21,3,80,0
21,3,80,0
21,3,80,0.0
21,3,80,0.0
31,3,90,0
31,3,90,0
31,3,90,0.0
31,3,90,0.0
22,3,81,0
22,3,81,0
22,3,81,0.0
22,3,81,0.0
16,2,75,0
16,2,75,0
16,2,75,0.0
16,2,75,0.0
17,2,76,0
17,2,76,0
17,2,76,0.0
17,2,76,0.0
37,2,96,0
37,2,96,0
37,2,96,0.0
37,2,96,0.0
21,2,80,0
21,2,80,0.0
21,2,80,0
21,2,80,0.0
21,2,80,0
21,2,80,0
21,2,80,0.0
21,2,80,0.0
17,2,76,0
17,2,76,0
17,2,76,0.0
17,2,76,0.0
18,2,77,0
18,2,77,0
18,2,77,0.0
17,2,76,0
18,2,77,0.0
17,2,76,0.0
17,2,76,0
17,2,76,0.0
17,2,76,0
17,2,76,0
17,2,76,0.0
17,2,76,0.0
19,2,78,0
19,2,78,0.0
19,2,78,0
19,2,78,0
19,2,78,0.0
19,2,78,0.0
26,2,85,0
26,2,85,0.0
26,2,85,0
26,2,85,0
26,2,85,0.0
16,2,75,0
16,2,75,0
26,2,85,0.0
16,2,75,0.0
16,2,75,0.0
26,2,85,0
26,2,85,0
26,2,85,0.0
26,2,85,0.0
23,1,82,0
23,1,82,0
23,1,82,0.0
23,1,82,0.0
20,2,79,0
20,2,79,0
20,2,79,0.0
20,2,79,0.0
18,2,77,0
18,2,77,0
18,2,77,0.0
18,2,77,0.0
15,2,74,0
15,2,74,0
18,2,77,0
26,2,85,0
15,2,74,0.0
15,2,74,0.0
18,2,77,0.0
26,2,85,0.0
26,2,85,0
18,2,77,0
18,2,77,0.0
26,2,85,0.0
26,2,85,0
26,2,85,0
26,2,85,0.0
26,2,85,0.0
18,2,77,0
18,2,77,0
18,2,77,0.0
16,2,75,0
18,2,77,0.0
16,2,75,0.0
16,2,75,0
16,2,75,0
21,2,80,0
16,2,75,0.0
16,2,75,0.0
21,2,80,0
21,2,80,0
21,2,80,0.0
21,2,80,0.0
21,2,80,0.0
32,4,91,0
32,4,91,0
30,3,89,0
30,3,89,0
17,2,76,0
30,3,89,0
32,4,91,0.0
32,4,91,0.0
30,3,89,0
30,3,89,0
30,3,89,0.0
30,3,89,0
17,2,76,0
32,4,91,0
30,3,89,0.0
17,2,76,0.0
30,3,89,0.0
30,3,89,0.0
30,3,89,0.0
30,3,89,0.0
17,2,76,0.0
32,4,91,0.0
16,2,75,0
16,2,75,0.0
16,2,75,0
16,2,75,0
16,2,75,0.0
16,2,75,0.0
26,2,85,0
26,2,85,0
26,2,85,0.0
26,2,85,0.0
19,2,78,0
19,2,78,0.0
19,2,78,0
19,2,78,0.0
19,2,78,0
19,2,78,0
19,2,78,0.0
19,2,78,0.0
19,2,78,0
19,2,78,0.0
19,2,78,0
19,2,78,0.0
19,2,78,0
19,2,78,0
19,2,78,0.0
19,2,78,0.0
38,4,97,0
38,4,97,0
20,2,79,0
38,4,97,0.0
38,4,97,0.0
20,2,79,0.0
20,2,79,0
20,2,79,0.0
20,2,79,0
20,2,79,0
20,2,79,0.0
20,2,79,0.0
30,2,89,0
41,4,100,0
41,4,100,0
30,2,89,0.0
41,4,100,0.0
41,4,100,0.0
30,2,89,0
30,2,89,0
30,2,89,0.0
30,2,89,0.0
17,2,76,0
17,2,76,0.0
17,2,76,0
17,2,76,0.0
17,2,76,0
17,2,76,0
17,2,76,0.0
17,2,76,0.0
24,3,83,0
24,3,83,0
24,3,83,0.0
24,3,83,0.0
21,2,80,0
21,2,80,0
21,2,80,0.0
21,2,80,0.0
18,2,77,0
18,2,77,0
18,2,77,0.0
18,2,77,0.0
19,2,78,0
19,2,78,0
19,2,78,0.0
19,2,78,0.0
18,2,77,0
18,2,77,0
18,2,77,0.0
18,2,77,0.0
20,2,79,0
20,2,79,0
20,2,79,0.0
20,2,79,0.0
17,2,76,0
17,2,76,0
17,2,76,0.0
17,2,76,0.0
18,2,77,0
18,2,77,0
18,2,77,0.0
18,2,77,0.0
21,2,80,0
21,2,80,0.0
21,2,80,0
21,2,80,0.0
18,2,77,0
18,2,77,0.0
17,2,76,0
17,2,76,0
17,2,76,0.0
17,2,76,0.0
31,3,90,0
31,3,90,0
31,3,90,0.0
31,3,90,0.0
22,3,81,0
22,3,81,0
22,3,81,0.0
22,3,81,0.0
21,3,80,0
21,3,80,0
21,3,80,0.0
21,3,80,0.0
18,2,77,0
18,2,77,0
18,2,77,0.0
18,2,77,0.0
37,2,96,0
37,2,96,0
37,2,96,0.0
37,2,96,0.0
16,2,75,0
16,2,75,0
16,2,75,0.0
16,2,75,0.0
21,2,80,0
16,2,75,0
16,2,75,0
21,2,80,0.0
21,2,80,0
16,2,75,0.0
21,2,80,0
21,2,80,0
16,2,75,0.0
21,2,80,0.0
21,2,80,0.0
21,2,80,0.0
18,2,77,0
18,2,77,0.0
26,2,85,0
26,2,85,0.0
26,2,85,0
26,2,85,0
18,2,77,0
18,2,77,0
26,2,85,0.0
26,2,85,0.0
18,2,77,0.0
18,2,77,0.0
27,3,86,0
27,3,86,0
20,2,79,0
27,3,86,0.0
27,3,86,0.0
20,2,79,0
20,2,79,0.0
20,2,79,0
20,2,79,0
20,2,79,0.0
20,2,79,0.0
29,3,88,0
29,3,88,0
16,2,75,0
20,2,79,0.0
16,2,75,0
29,3,88,0.0
29,3,88,0.0
16,2,75,0.0
16,2,75,0.0
15,2,74,0
15,2,74,0
15,2,74,0.0
15,2,74,0.0
32,3,91,0
32,3,91,0
32,3,91,0.0
32,3,91,0.0
20,2,79,0
20,2,79,0
20,2,79,0.0
20,2,79,0.0
15,2,74,0
15,2,74,0
15,2,74,0.0
15,2,74,0.0
17,2,76,0
17,2,76,0.0
18,2,77,0
18,2,77,0.0
18,2,77,0
18,2,77,0.0
17,2,76,0
17,2,76,0.0
12,2,71,0
12,2,71,0.0
24,3,83,0
24,3,83,0.0
21,2,80,0
21,2,80,0.0
21,2,80,0
21,2,80,0.0
12,1,71,0
12,1,71,0
12,1,71,0.0
12,1,71,0.0
18,2,77,0
18,2,77,0
18,2,77,0.0
18,2,77,0.0
28,3,87,0
28,3,87,0
28,3,87,0.0
28,3,87,0.0
17,2,76,0
17,2,76,0
17,2,76,0.0
17,2,76,0.0
28,2,87,0
28,2,87,0
28,2,87,0.0
28,2,87,0.0
23,2,82,0
23,2,82,0
23,2,82,0.0
23,2,82,0.0
30,4,89,0
30,4,89,0.0
30,4,89,0
30,4,89,0.0
18,2,77,0
18,2,77,0
18,2,77,0.0
18,2,77,0.0
24,3,83,0
24,3,83,0
24,3,83,0.0
24,3,83,0.0
11,2,70,0
11,2,70,0.0
11,2,70,0
11,2,70,0.0
15,3,74,0
15,3,74,0.0
15,3,74,0
15,3,74,0.0
24,2,83,0
24,2,83,0.0
32,3,91,0
32,3,91,0
32,3,91,0.0
32,3,91,0.0
23,2,82,0
23,2,82,0
23,2,82,0.0
23,2,82,0.0
20,2,79,0
20,2,79,0.0
20,2,79,0
20,2,79,0
20,2,79,0.0
20,2,79,0.0
29,3,88,0
29,3,88,0
29,3,88,0.0
29,3,88,0.0
32,3,91,0
32,3,91,0.0
15,2,74,0
15,2,74,0.0
15,2,74,0
15,2,74,0.0
33,6,92,0
33,6,92,0.0
35,6,94,0
35,6,94,0.0
33,6,92,0
33,6,92,0.0
35,6,94,0
35,6,94,0.0
29,4,88,0
29,4,88,0.0
29,4,88,0
29,4,88,0.0
36,6,95,0
36,6,95,0.0
36,6,95,0
36,6,95,0.0
36,6,95,0
36,6,95,0.0
36,6,95,0
36,6,95,0.0
21,3,80,0
21,3,80,0.0
32,4,91,0
35,6,94,0
32,4,91,0.0
35,6,94,0.0
32,4,91,0
32,4,91,0.0
35,6,94,0
35,6,94,0.0
36,6,95,0
36,6,95,0.0
36,6,95,0
36,6,95,0.0
36,6,95,0
36,6,95,0.0
36,6,95,0
36,6,95,0.0
36,6,95,0
36,6,95,0.0
36,6,95,0
36,6,95,0.0
36,6,95,0
36,6,95,0.0
36,6,95,0
36,6,95,0.0
26,3,85,0
26,3,85,0.0
26,3,85,0
26,3,85,0.0
36,6,95,0
36,6,95,0.0
36,6,95,0
36,6,95,0.0
31,3,90,0
31,3,90,0.0
31,3,90,0
31,3,90,0.0
36,6,95,0
36,6,95,0.0
36,6,95,0
36,6,95,0.0
21,2,80,0
21,2,80,0.0
21,2,80,0
21,2,80,0.0
27,3,86,0
27,3,86,0.0
27,3,86,0
27,3,86,0.0
50,3,109,0
50,3,109,0.0
50,3,109,0
50,3,109,0.0
18,2,77,0
18,2,77,0
18,2,77,0.0
18,2,77,0.0
23,2,82,0
23,2,82,0
23,2,82,0.0
23,2,82,0.0
36,6,95,0
36,6,95,0.0
36,6,95,0
36,6,95,0.0
15,2,74,0
15,2,74,0.0
28,3,87,0
28,3,87,0.0
15,2,74,0
15,2,74,0
15,2,74,0.0
15,2,74,0.0
37,2,96,0
37,2,96,0
37,2,96,0.0
37,2,96,0.0
31,3,90,0
31,3,90,0
31,3,90,0.0
31,3,90,0.0
18,2,77,0
18,2,77,0
18,2,77,0.0
18,2,77,0.0
29,3,88,0
29,3,88,0
29,3,88,0.0
29,3,88,0.0
20,2,79,0
20,2,79,0
20,2,79,0.0
20,2,79,0.0
16,2,75,0
16,2,75,0
16,2,75,0.0
16,2,75,0.0
20,2,79,0
20,2,79,0
20,2,79,0
20,2,79,0
20,2,79,0.0
20,2,79,0.0
20,2,79,0.0
20,2,79,0.0
15,2,74,0
15,2,74,0
15,2,74,0.0
15,2,74,0.0
16,2,75,0
16,2,75,0.0
18,2,77,0
18,2,77,0
18,2,77,0.0
18,2,77,0.0
32,3,91,0
32,3,91,0
32,3,91,0.0
32,3,91,0.0
28,2,87,0
28,2,87,0
28,2,87,0.0
28,2,87,0.0
23,2,82,0
23,2,82,0
23,2,82,0.0
23,2,82,0.0
18,2,77,0
18,2,77,0
18,2,77,0.0
18,2,77,0.0
38,4,97,0
38,4,97,0
38,4,97,0.0
38,4,97,0.0
41,4,100,0
41,4,100,0
41,4,100,0.0
41,4,100,0.0
23,2,82,0
23,2,82,0
23,2,82,0.0
23,2,82,0.0
20,2,79,0
20,2,79,0
20,2,79,0.0
20,2,79,0.0
18,2,77,0
18,2,77,0
18,2,77,0.0
18,2,77,0.0
30,3,89,0
30,3,89,0
17,2,76,0
32,4,91,0
30,3,89,0
32,4,91,0
30,3,89,0.0
30,3,89,0.0
17,2,76,0.0
32,4,91,0
30,3,89,0
32,4,91,0.0
30,3,89,0
30,3,89,0
32,4,91,0
17,2,76,0
30,3,89,0.0
32,4,91,0.0
30,3,89,0.0
30,3,89,0.0
30,3,89,0.0
32,4,91,0.0
32,4,91,0.0
17,2,76,0.0
18,2,77,0
18,2,77,0
18,2,77,0.0
18,2,77,0.0
32,3,91,0
32,3,91,0.0
30,4,89,0
30,4,89,0.0
11,2,70,0
11,2,70,0.0
11,2,70,0
11,2,70,0.0
24,3,83,0
24,3,83,0.0
24,3,83,0
24,3,83,0.0
18,2,77,0
18,2,77,0.0
15,2,74,0
15,2,74,0.0
17,2,76,0
17,2,76,0.0
23,2,82,0
23,2,82,0.0
17,2,76,0
17,2,76,0.0
26,3,85,0
26,3,85,0.0
26,3,85,0
26,3,85,0.0
21,2,80,0
21,2,80,0.0
21,2,80,0
21,2,80,0.0
23,2,82,0
23,2,82,0
23,2,82,0.0
23,2,82,0.0
18,2,77,0
18,2,77,0
18,2,77,0.0
18,2,77,0.0
21,2,80,0
21,2,80,0
21,2,80,0.0
21,2,80,0.0
21,2,80,0
21,2,80,0
21,2,80,0.0
21,2,80,0.0
20,2,79,0
20,2,79,0
20,2,79,0.0
20,2,79,0.0
25,3,84,0
25,3,84,0.0
25,3,84,0
25,3,84,0.0
18,2,77,0
18,2,77,0.0
18,2,77,0
18,2,77,0.0
19,2,78,0
19,2,78,0.0
29,2,88,0
29,2,88,0.0
29,2,88,0
29,2,88,0.0
18,2,77,0
18,2,77,0.0
18,2,77,0
18,2,77,0.0
23,2,82,0
23,2,82,0.0
23,2,82,0
23,2,82,0.0
21,2,80,0
21,2,80,0.0
21,2,80,0
21,2,80,0.0
21,2,80,0
21,2,80,0.0
18,2,77,0
18,2,77,0.0
18,2,77,0
18,2,77,0.0
20,2,79,0
20,2,79,0.0
20,2,79,0
20,2,79,0.0
18,2,77,0
18,2,77,0.0
27,2,86,0
27,2,86,0.0
15,2,74,0
15,2,74,0.0
15,2,74,0
15,2,74,0.0
19,2,78,0
19,2,78,0.0
54,3,113,0
54,3,113,0.0
54,3,113,0
54,3,113,0.0
20,2,79,0
20,2,79,0.0
27,2,86,0
27,2,86,0.0
30,2,89,0
30,2,89,0.0
22,2,81,0
22,2,81,0.0
54,3,113,0
54,3,113,0.0
54,3,113,0
54,3,113,0.0
24,2,83,0
24,2,83,0.0
18,2,77,0
18,2,77,0.0
18,2,77,0
18,2,77,0.0
20,2,79,0
20,2,79,0.0
32,3,91,0
32,3,91,0
32,3,91,0.0
32,3,91,0.0
28,3,87,0
28,3,87,0
28,3,87,0.0
28,3,87,0.0
41,4,100,0
41,4,100,0
41,4,100,0.0
41,4,100,0.0
19,2,78,0
19,2,78,0.0
20,2,79,0
20,2,79,0.0
20,2,79,0
20,2,79,0.0
23,2,82,0
23,2,82,0
23,2,82,0.0
23,2,82,0.0
20,2,79,0
20,2,79,0.0
20,2,79,0
20,2,79,0.0
12,2,71,0
12,2,71,0.0
12,2,71,0
12,2,71,0.0
21,2,80,0
21,2,80,0.0
21,2,80,0
21,2,80,0.0
54,3,113,0
54,3,113,0.0
54,3,113,0
54,3,113,0.0
20,2,79,0
20,2,79,0.0
20,2,79,0
20,2,79,0.0
20,2,79,0
20,2,79,0.0
22,2,81,0
22,2,81,0.0
18,2,77,0
18,2,77,0.0
18,2,77,0
18,2,77,0.0
19,2,78,0
19,2,78,0.0
44,3,103,0
44,3,103,0.0
27,2,86,0
27,2,86,0.0
27,2,86,0
27,2,86,0.0
54,3,113,0
54,3,113,0.0
54,3,113,0
54,3,113,0.0
54,3,113,0
54,3,113,0
54,3,113,0.0
54,3,113,0.0
23,3,82,0
23,3,82,0.0
23,3,82,0
23,3,82,0.0
18,2,77,0
18,2,77,0.0
21,2,80,0
21,2,80,0.0
21,2,80,0
21,2,80,0.0
21,2,80,0
21,2,80,0.0
21,2,80,0
21,2,80,0
21,2,80,0.0
21,2,80,0.0
31,2,90,0
31,2,90,0.0
31,2,90,0
31,2,90,0.0
22,3,81,0
22,3,81,0.0
22,3,81,0
22,3,81,0.0
33,4,92,0
33,4,92,0
33,4,92,0.0
33,4,92,0.0
16,2,75,0
16,2,75,0
16,2,75,0.0
16,2,75,0.0
16,2,75,0
16,2,75,0.0
28,2,87,0
28,2,87,0
28,2,87,0.0
28,2,87,0.0
12,1,71,0
12,1,71,0
12,1,71,0.0
12,1,71,0.0
23,2,82,0
23,2,82,0
23,2,82,0.0
23,2,82,0.0
37,2,96,0
37,2,96,0
37,2,96,0.0
37,2,96,0.0
18,2,77,0
31,3,90,0
18,2,77,0.0
31,3,90,0
31,3,90,0.0
31,3,90,0.0
18,2,77,0
18,2,77,0.0
16,2,75,0
16,2,75,0
16,2,75,0.0
16,2,75,0.0
26,2,85,0
26,2,85,0.0
26,2,85,0
26,2,85,0.0
25,2,84,0
25,2,84,0.0
25,2,84,0
25,2,84,0
25,2,84,0.0
25,2,84,0.0
18,2,77,0
18,2,77,0
18,2,77,0.0
18,2,77,0.0
23,2,82,0
23,2,82,0
23,2,82,0.0
23,2,82,0.0
23,1,82,0
23,1,82,0
23,1,82,0.0
23,1,82,0.0
33,4,92,0
33,4,92,0
33,4,92,0.0
33,4,92,0.0
33,4,92,0
33,4,92,0.0
33,4,92,0
33,4,92,0.0
12,1,71,0
12,1,71,0
12,1,71,0.0
12,1,71,0.0
33,4,92,0
33,4,92,0.0
18,2,77,0
18,2,77,0
18,2,77,0.0
18,2,77,0.0
20,2,79,0
20,2,79,0
20,2,79,0.0
20,2,79,0.0
30,4,89,0
30,4,89,0.0
30,4,89,0
30,4,89,0.0
33,4,92,0
33,4,92,0
33,4,92,0.0
33,4,92,0.0
18,2,77,0
18,2,77,0
18,2,77,0.0
18,2,77,0.0
18,2,77,0
18,2,77,0
18,2,77,0.0
18,2,77,0.0
33,4,92,0
33,4,92,0
33,4,92,0.0
33,4,92,0.0
33,4,92,0.0
33,4,92,0.0
33,4,92,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
20,2,79,0
20,2,79,0
20,2,79,0.0
20,2,79,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
